frame_idx, source_file                                              , timestamp        , photons , command1, command2, lifetime          , concentration     , protocol_setpoint, histogram                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , fit
        1, /Users/eliasouellet-oviedo/Desktop/test1/single_c0967.sdt, 1.171583890914917, 721557.0, NaN     , NaN     , 2.6672464424616678, 102.46902496542036, NaN              , "[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 514.0, 507.0, 484.0, 517.0, 482.0, 495.0, 464.0, 629.0, 3417.0, 7703.0, 9851.0, 10872.0, 11166.0, 11107.0, 11130.0, 10829.0, 10533.0, 10311.0, 10085.0, 9790.0, 9715.0, 9350.0, 9258.0, 8975.0, 8668.0, 8514.0, 8513.0, 8318.0, 8156.0, 7708.0, 7606.0, 7585.0, 7380.0, 7438.0, 7201.0, 6970.0, 7031.0, 6912.0, 6629.0, 6613.0, 6577.0, 6574.0, 6184.0, 6149.0, 6083.0, 5885.0, 5902.0, 5663.0, 5697.0, 5668.0, 5504.0, 5262.0, 5314.0, 5267.0, 5234.0, 5053.0, 5102.0, 4816.0, 4896.0, 4863.0, 4634.0, 4717.0, 4508.0, 4624.0, 4545.0, 4405.0, 4300.0, 4296.0, 4164.0, 4096.0, 4086.0, 3925.0, 4035.0, 3973.0, 3805.0, 3841.0, 3923.0, 3695.0, 3630.0, 3680.0, 3579.0, 3492.0, 3387.0, 3411.0, 3427.0, 3250.0, 3376.0, 3361.0, 3119.0, 3130.0, 3191.0, 3126.0, 3087.0, 3026.0, 2986.0, 2833.0, 2898.0, 2801.0, 2761.0, 2756.0, 2745.0, 2617.0, 2640.0, 2682.0, 2580.0, 2560.0, 2537.0, 2513.0, 2573.0, 2368.0, 2376.0, 2382.0, 2300.0, 2329.0, 2261.0, 2322.0, 2145.0, 2214.0, 2223.0, 2127.0, 2164.0, 2104.0, 2084.0, 2128.0, 2023.0, 1997.0, 1974.0, 1985.0, 2049.0, 1881.0, 1857.0, 1777.0, 1788.0, 1867.0, 1849.0, 1772.0, 1796.0, 1700.0, 1679.0, 1672.0, 1705.0, 1672.0, 1633.0, 1619.0, 1621.0, 1567.0, 1512.0, 1577.0, 1561.0, 1556.0, 1464.0, 1496.0, 1474.0, 1428.0, 1493.0, 1455.0, 1425.0, 1385.0, 1426.0, 1324.0, 1365.0, 1308.0, 1313.0, 1353.0, 1263.0, 1248.0, 1304.0, 1270.0, 1234.0, 1227.0, 1197.0, 1262.0, 1183.0, 1174.0, 1137.0, 1112.0, 1122.0, 1207.0, 1137.0, 1011.0, 1098.0, 1082.0, 1065.0, 1069.0, 1037.0, 1020.0, 1005.0, 1008.0, 1015.0, 1015.0, 948.0, 992.0, 968.0, 1023.0, 932.0, 929.0, 968.0, 934.0, 918.0, 839.0, 898.0, 871.0, 882.0, 849.0, 851.0, 825.0, 766.0, 819.0, 810.0, 835.0, 844.0, 831.0, 763.0, 798.0, 800.0, 774.0, 793.0, 813.0, 773.0, 727.0, 696.0, 667.0, 734.0, 657.0, 713.0, 727.0, 696.0, 706.0, 664.0, 652.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]", "[207.39979967639258, 203.6350601099719, 199.93865843020862, 196.30935416171988, 192.74592934634217, 189.24718813439904, 185.81195638337977, 182.4390812639142, 179.12743087289587, 175.8758938536187, 172.68337902282525, 169.54881500451546, 166.47114987039618, 163.44935078687536, 160.48240366844334, 157.83345017718364, 155.58055163345006, 153.2847143350928, 151.7264930965043, 161.2547266326384, 810.8151154060836, 3500.685220203185, 7183.449743291789, 9435.237870970936, 10608.68087599826, 11222.749008455115, 11469.599665446589, 11528.35471584416, 11479.066073754459, 11360.706856503099, 11207.348132077655, 11043.455519546018, 10870.492682577851, 10693.19211472117, 10517.879387690567, 10343.606573966767, 10169.591665082984, 9995.436084949542, 9830.021963532092, 9661.441136337591, 9495.446682014548, 9334.25346339972, 9173.927693090991, 9013.174855175082, 8854.273142475868, 8703.697611951005, 8548.954483945292, 8399.86490593342, 8253.211159514021, 8105.5405171045495, 7961.181468497245, 7824.8134253995795, 7686.755421417296, 7549.205785006471, 7417.687224305313, 7286.899979213059, 7159.794845864488, 7034.961337706694, 6913.431412875077, 6790.260875076895, 6670.292537283626, 6553.900077354246, 6438.786054881164, 6323.744963841629, 6210.144402177906, 6101.228346437807, 5993.322947131869, 5886.902534946591, 5783.673690490967, 5679.960384070805, 5580.104402523387, 5483.584967918036, 5385.882771764558, 5289.702573838158, 5198.676759549984, 5108.955283010833, 5019.889722884465, 4929.560651236636, 4844.028252356984, 4760.995887695217, 4674.573867896075, 4589.720588268596, 4507.067916251542, 4428.106176841624, 4352.240097223021, 4277.396856188007, 4203.8346610528315, 4133.125407399129, 4060.0752600016704, 3989.3531213032297, 3920.011207343697, 3853.667848502647, 3786.2606309747794, 3720.856770626862, 3654.9841059806454, 3591.08694317431, 3526.1653516825736, 3463.826742948106, 3404.1918975764906, 3344.235028941508, 3283.5301779604047, 3223.9272468206873, 3166.9910574145315, 3113.176204222709, 3056.665553529877, 3001.8410325321884, 2949.1457557158483, 2896.22470852735, 2844.444592654058, 2797.950023512443, 2754.9448081985574, 2706.2994090759594, 2659.6228550651367, 2612.665831709338, 2568.3010309515594, 2521.681002751009, 2478.2844614973474, 2438.8073962895, 2394.5379480353736, 2351.0720827340087, 2309.319694365711, 2269.543097236266, 2229.1385615769236, 2190.7755026999307, 2152.412871654229, 2115.178406968805, 2076.783500844601, 2039.0855424631648, 2002.864292786685, 1968.34444717439, 1933.4072961364875, 1900.1482400903433, 1865.656580635057, 1834.0361842311324, 1805.9475167924488, 1773.165797224948, 1740.9791343397749, 1711.4898253337872, 1685.451644821058, 1655.1632311375092, 1625.7789046519335, 1598.458235689332, 1570.9731505843686, 1542.4567065616773, 1514.4578955611644, 1486.967321462283, 1459.9757587036975, 1433.474149187282, 1407.4535992383096, 1383.3581319898346, 1361.6138877987553, 1337.4260263703447, 1314.7693729759324, 1293.0103430594652, 1272.2939917011297, 1249.1991982724476, 1226.5236235832951, 1204.2596579379172, 1182.9281044520662, 1162.9438423750862, 1142.4460908081955, 1121.708307997995, 1101.3469592614401, 1081.355211533824, 1061.7263557848376, 1042.4538047670871, 1023.5310908054744, 1004.9518636267143, 986.7098882282479, 968.7990427858354, 951.2133165991323, 935.1354261037477, 922.1038700216117, 908.1202458725854, 891.7680352614235, 876.0187055524792, 860.4231904039483, 844.8047123059278, 829.9980168878176, 816.1560357361601, 801.605236297337, 787.6665351697354, 773.3687423332636, 759.3304843010096, 745.5470499741803, 732.0138137702625, 719.2545087503669, 707.6868909245708, 695.4530039356013, 682.8290793002463, 670.4343052650007, 658.3965909377463, 646.751371723428, 635.011483437311, 623.48469864505, 613.2236984323923, 604.5408404408932, 593.5671614639789, 583.0568150213747, 573.0852242286935, 563.3428737378856, 554.6472945294016, 544.5792876249543, 535.618516764544, 528.0383007923662, 518.4533027032624, 509.04229234995495, 499.8021114916252, 491.7862085753984, 485.3076946749977, 476.4983463396457, 467.84890607693677, 459.3564712213458, 451.01819179679114, 442.83126956021187, 434.79295706250093, 426.9005567264913, 419.1514199416788, 411.5429461753687, 404.07258209996866, 396.73782073611466, 389.53620061135337, 382.46530493410205, 375.5227607825885, 368.7062383085285, 362.54172463488953, 357.1850515778521, 350.70139682839175, 344.33543395524015, 338.0850266050188, 331.9480772036207, 325.92252625229014, 320.0063516364787, 314.4617052870591, 309.365676758862, 303.7500435441542, 298.2363458018386, 292.8227331901727, 287.5073889549871, 282.55266665981173, 278.03585383208247, 272.98892234305333, 268.0336032022292, 263.16823345413883, 258.3911803294214, 253.70084069689477, 249.0956405255538, 244.57403435634512, 240.13450478352465, 235.77556194543186, 231.4957430245072, 227.29361175638692, 223.1677579479001, 219.11679700383527, 215.1393694622731, 211.23414053836254]"
